"campus","unidade","shortcode","data","legenda","link","img_url","dia_semana","mes","tipo"
"Catu","ifbaianocampuscatu","DOO2bMUjgc5","05/09/2025 00:00","""Instagram: @ifbaianocampuscatu Site: https://lingresso.ifbaiano.edu.br/concursos/sisu-2026/catu/ Dúvidas? Entre em contato: (71) 98274-0960""","https://www.instagram.com/p/DOO2bMUjgc5/","","4","9","Post"
