"campus","unidade","shortcode","data","legenda","link","img_url","dia_semana","mes","tipo"
"Reitoria","ifbaiano","DXETtn3EZPq","13/04/2026 00:00","""O IF Baiano - Campus Guanambi reforça o convite: venham participar de nossas atividades gratuitas nos dias 24 e 25 de abril. A ciência é para todos! #Ciencia ...""","https://www.instagram.com/p/DXETtn3EZPq/?img_index=3","","0","4","Post"
