"campus","unidade","shortcode","data","legenda","link","img_url","dia_semana","mes"
"Serrinha","ifbaianoserrinha","DSI9YDpgAGQ","11/12/2025 00:00","""Os “quadrados coloridos” são, na verdade, códigos de controle de impressão, usados para verificar se a impressora está funcionando corretamente e se as cores ...""","https://www.instagram.com/ifbaianoserrinha/reel/DSI9YDpgAGQ/?hl=en","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","3","12"
"Serrinha","ifbaianoserrinha","DSZyoy4gKxp","18/12/2025 00:00","""Doce de leite pastoso x Doce de leite tipo ambrosia: qual a diferença? A diferença está principalmente na formulação, no processo de fabricação e na textura ...""","https://www.instagram.com/ifbaianoserrinha/reel/DSZyoy4gKxp/?__d=1%E9%AB%98%E6%95%88%E7%9A%84%E6%9F%A5%E8%AF%A2%E8%BD%A6%E8%BE%86%E8%A1%8C%E9%A9%B6%E8%BD%A8%E8%BF%B9%E5%AE%9A%E4%BD%8D%E3%80%82%E9%83%BD%E6%87%82%E7%9A%84%E5%9C%88%E5%86%85%E5%90%8D%E4%BA%BA%E4%BB%98%E8%B4%B9%E7%A4%BE%E5%B7%A5%E5%BA%93%E2%9C%94%EF%B8%8Fchalalala.com","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","3","12"
"Serrinha","ifbaianoserrinha","DSLtaMLAMjA","12/12/2025 00:00","""Leite comercializado em temperatura ambiente? Sim, isso é tecnologia e não está relacionado ao uso de conservantes! Muita gente ainda se pergunta como o leite ...""","https://www.instagram.com/ifbaianoserrinha/reel/DSLtaMLAMjA/?__d=1%E9%AB%98%E6%95%88%E7%9A%84%E6%9F%A5%E8%AF%A2%E8%BD%A6%E8%BE%86%E8%A1%8C%E9%A9%B6%E8%BD%A8%E8%BF%B9%E5%AE%9A%E4%BD%8D%E3%80%82%E9%83%BD%E6%87%82%E7%9A%84%E5%9C%88%E5%86%85%E5%90%8D%E4%BA%BA%E4%BB%98%E8%B4%B9%E7%A4%BE%E5%B7%A5%E5%BA%93%E2%9C%94%EF%B8%8Fchalalala.com","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","4","12"
"Serrinha","ifbaianoserrinha","DSfWvbAgC0Y","20/12/2025 00:00","""O leite em pó não possui açúcares adicionados. Segundo a Instrução Normativa nº 53/2018, ele é feito apenas retirando-se a água do leite. Os nutrientes naturais ...""","https://www.instagram.com/ifbaianoserrinha/reel/DSfWvbAgC0Y/?__d=1%E9%AB%98%E6%95%88%E7%9A%84%E6%9F%A5%E8%AF%A2%E8%BD%A6%E8%BE%86%E8%A1%8C%E9%A9%B6%E8%BD%A8%E8%BF%B9%E5%AE%9A%E4%BD%8D%E3%80%82%E9%83%BD%E6%87%82%E7%9A%84%E5%9C%88%E5%86%85%E5%90%8D%E4%BA%BA%E4%BB%98%E8%B4%B9%E7%A4%BE%E5%B7%A5%E5%BA%93%E2%9C%94%EF%B8%8Fchalalala.com","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","5","12"
"Serrinha","ifbaianoserrinha","DSDu5r_AOb1","09/12/2025 00:00","""Leite condensado e mistura láctea são a mesma coisa? O tópico em questão se trata de um verdadeiro MITO. ... De acordo com o Decreto n° 10.468/2020, a mistura ...""","https://www.instagram.com/ifbaianoserrinha/reel/DSDu5r_AOb1/?__d=1%E9%AB%98%E6%95%88%E7%9A%84%E6%9F%A5%E8%AF%A2%E8%BD%A6%E8%BE%86%E8%A1%8C%E9%A9%B6%E8%BD%A8%E8%BF%B9%E5%AE%9A%E4%BD%8D%E3%80%82%E9%83%BD%E6%87%82%E7%9A%84%E5%9C%88%E5%86%85%E5%90%8D%E4%BA%BA%E4%BB%98%E8%B4%B9%E7%A4%BE%E5%B7%A5%E5%BA%93%E2%9C%94%EF%B8%8Fchalalala.com","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","1","12"
"Serrinha","ifbaianoserrinha","DSTFndBj6ey","15/12/2025 00:00","""O Ministério da Agricultura, Pecuária e Abastecimento (MAPA), por meio do Regulamento Técnico de Identidade e Qualidade (RTIQ) e da Instrução Normativa nº ...""","https://www.instagram.com/ifbaianoserrinha/reel/DSTFndBj6ey/?__d=1%E9%AB%98%E6%95%88%E7%9A%84%E6%9F%A5%E8%AF%A2%E8%BD%A6%E8%BE%86%E8%A1%8C%E9%A9%B6%E8%BD%A8%E8%BF%B9%E5%AE%9A%E4%BD%8D%E3%80%82%E9%83%BD%E6%87%82%E7%9A%84%E5%9C%88%E5%86%85%E5%90%8D%E4%BA%BA%E4%BB%98%E8%B4%B9%E7%A4%BE%E5%B7%A5%E5%BA%93%E2%9C%94%EF%B8%8Fchalalala.com","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","0","12"
