"campus","unidade","shortcode","data","legenda","link","img_url","dia_semana","mes"
"Valença","ifbaiano_valenca","DMOAbgWO8bD","17/07/2025 00:00","""Hoje foi um dia especial no IF Baiano Campus Valença! A aula inaugural do curso FIC Lideranças Femininas para a Sustentabilidade reuniu mulheres ...""","https://www.instagram.com/p/DMOAbgWO8bD/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","3","7"
"Valença","ifbaiano_valenca","DLR_6dtMadE","24/06/2025 00:00","""No IF Baiano, o São João é mais que festa: é cultura que se aprende, se vive e se compartilha. Do campo ao campus, a gente celebra o saber do ...""","https://www.instagram.com/ifbaiano_valenca/p/DLR_6dtMadE/?hl=am-et","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","1","6"
"Valença","ifbaiano_valenca","DRziUyijejb","03/12/2025 00:00","""214 likes, 32 comments - ifbaiano_valenca on December 3, 2025: 'Eleições para Direção Geral do IF Baiano campus Valença - 2026-2025 Debate ...""","https://www.instagram.com/reel/DRziUyijejb/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","2","12"
"Valença","ifbaiano_valenca","DRucPyVjQfo","01/12/2025 00:00","""Olá campus Valença! . o IF baiano Valença tem um potencial enorme . dossicABRASCO ลด implantar cursos de tecnologia . ligadas as demandas do ...""","https://www.instagram.com/reel/DRucPyVjQfo/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","0","12"
