"campus","unidade","shortcode","data","legenda","link","img_url","dia_semana","mes","tipo"
"Itapetinga","ifbaiano_itapetinga","DIn5XJTu_PH","19/04/2025 00:00","""O LibrasInterConect é um projeto de Pesquisa, Inovação Tecnológica e Extensão do @ifbaiano_itapetinga, que é coordenado pelo professor @aisamaque.gomes que ...""","https://www.instagram.com/p/DIn5XJTu_PH/","","5","4","Post"
