"campus","unidade","shortcode","data","legenda","link","img_url","dia_semana","mes"
"Bom_Jesus_da_Lapa","ifbaiano_lapa","DSFe3Sbjn2o","10/12/2025 00:00","""INSTITUTO FEDERAL Baiano Campus Bom Jesus Lapa PAISE 2026 Edital 22/2026 do Programa de Assistência e Inclusão Social do Estudante PAISE ...""","https://www.instagram.com/p/DSFe3Sbjn2o/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","2","12"
"Bom_Jesus_da_Lapa","ifbaiano_lapa","DSEEMfvjNPt","09/12/2025 00:00","""✨ A inauguração da sede provisória do nosso 25º e mais novo campus do IFBA – Campus Poções – marca um passo importante na expansão da educação ...""","https://www.instagram.com/p/DSEEMfvjNPt/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","1","12"
"Bom_Jesus_da_Lapa","ifbaiano_lapa","DKcH-Cyt67V","03/06/2025 00:00","""O Instituto Federal de Educação, Ciência e Tecnologia da Bahia (IFBA) torna público o Processo Seletivo Simplificado para contratação de ...""","https://www.instagram.com/reel/DKcH-Cyt67V/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","1","6"
"Bom_Jesus_da_Lapa","ifbaiano_lapa","DPeNcKcjYpt","06/10/2025 00:00","""As inscrições vão até dia 02 de novembro. Os cursos são: Agricultura, com 40 vagas; Informática, com 40 vagas. Inscreva-se pelo link: ...""","https://www.instagram.com/p/DPeNcKcjYpt/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","0","10"
"Bom_Jesus_da_Lapa","ifbaiano_lapa","DQw8tS0DkS_","07/11/2025 00:00","""INSCRIÇÕES PRORROGADAS!!! Já concluiu o Ensino Médio? Você também pode brilhar e aprender uma profissão no IF Baiano - Campus Bom Jesus da Lapa!""","https://www.instagram.com/p/DQw8tS0DkS_/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","4","11"
"Bom_Jesus_da_Lapa","ifbaiano_lapa","DNQ8kicRA1V","12/08/2025 00:00","""... IFBA, esse instituto que com certeza eh estará colocando nosso em um outro nível dando uma visibilidade a ... © 2026 Instagram from Meta.""","https://www.instagram.com/reel/DNQ8kicRA1V/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","1","8"
"Bom_Jesus_da_Lapa","ifbaiano_lapa","DPgaRI6Da_c","07/10/2025 00:00","""O Instituto Federal da Bahia (IFBA), campus Eunápolis, está com inscrições abertas para o processo seletivo do Cursinho Popular 2026.""","https://www.instagram.com/p/DPgaRI6Da_c/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","1","10"
"Bom_Jesus_da_Lapa","ifbaiano_lapa","DQu04Y5Evuj","06/11/2025 00:00","""VEM SER IF BAIANO Ingresso de Estudantes no IF Baiano em 2026 Mas 100% GRATUITO Escolha seu Curso Técnico EaD Subsequente ao Ensino Médio ...""","https://www.instagram.com/p/DQu04Y5Evuj/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","3","11"
