"campus","unidade","shortcode","data","legenda","link","img_url","dia_semana","mes"
"Xique_Xique","ifbaiano.xiquexique","DNG0OKNuATV","08/08/2025 00:00","""Aqui no IF Baiano campus Xique-Xique (@ifbaiano.xiquexique), entendemos de ciência, campo e transformação!! Fazemos foguete subir ao céu, ...""","https://www.instagram.com/p/DNG0OKNuATV/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","4","8"
"Xique_Xique","ifbaiano.xiquexique","DRMcmy4DXrj","18/11/2025 00:00","""... likes, 1 comments - ifbaiano.xiquexique on November 18, 2025: ' ... © 2026 Instagram from Meta.""","https://www.instagram.com/reel/DRMcmy4DXrj/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","1","11"
"Xique_Xique","ifbaiano.xiquexique","DQxF4RRkZg6","07/11/2025 00:00","""Saiu o resultado! O IF Baiano Xique-Xique divulgou o resultado final da análise do histórico escolar para o ingresso de estudantes dos cursos ...""","https://www.instagram.com/p/DQxF4RRkZg6/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","4","11"
"Xique_Xique","ifbaiano.xiquexique","DRMbZi7jaEV","18/11/2025 00:00","""116 likes, 0 comments - ifbaiano.xiquexique on November 18, 2025: 'O 1º Festival de Dança do IF Baiano – Campus Xique-Xique foi um ...""","https://www.instagram.com/reel/DRMbZi7jaEV/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","1","11"
"Xique_Xique","ifbaiano.xiquexique","DODk_UdDRvV","01/09/2025 00:00","""Spoiler de 2026: você brilhando no IF Baiano - XIQUE-XIQUE! As inscrições para novos estudantes já estão abertas até 12 de outubro! ✨ ...""","https://www.instagram.com/p/DODk_UdDRvV/","https://placehold.co/400x300/27ae60/white?text=Instagram+Post","0","9"
